Jam,temperature,humidity,light,pH,EC,TDS,WaterTemp,Label,Pattern
11.09,27.2,70,71690,6.5,2133,1066,27.6,Selada,3
12.32,23.2,58,10480,6.8,2344,1172,24,Selada,3
13.23,29.3,53,26390,6.2,2366,1183,30,Selada,3
14.34,26.1,51,17580,6.7,2291,1145,23.5,Selada,3
15.34,24.6,54,9754,6.7,2317,1158,23.1,Selada,3
7.45,25.2,54,45370,6.2,2232,1116,25.9,Selada,3
9.13,25.5,99,18890,6.9,2312,1156,27,Selada,3
10.21,26.5,77,4310,6.4,2278,1139,34,Selada,3
11.39,26.6,99,11420,6.9,2248,1124,23.7,Selada,3
12.43,26.5,92,31390,6.1,2257,1128,23.7,Selada,3
14.36,24.6,69,64030,6.8,2000,1000,26.8,Selada,3
15.13,24.2,53,4924,6.7,2031,1015,25.2,Selada,3
16.35,27,52,26470,6.4,2076,1038,26.1,Selada,3
7.55,28.6,69,1151,6.9,2067,1033,25,Selada,3
9.17,27.3,99,9443,6.7,2142,1071,23.5,Selada,3
10.32,26,99,129600,6.5,2240,1114,24.9,Selada,3
11.32,25.7,50,182200,6.6,2274,1137,24.3,Selada,3
12.44,23,62,27070,6.7,2322,1161,26.7,Selada,3
13.55,24.8,99,145800,6.3,2268,1134,31.6,Selada,3
15.04,34.1,99,155900,6.3,2255,1127,28.3,Selada,3
16.12,28.9,90,30990,6.5,2174,1087,23.5,Selada,3
7.45,24.4,99,20940,6.8,2201,1100,27.3,Selada,3
8.58,24.8,99,13850,6.6,2252,1126,30.1,Selada,3
10.01,25.6,99,13390,6.5,2248,1129,27,Selada,3
11.19,23,99,51820,6.3,2254,1127,27.2,Selada,3
12.55,28.4,83,31130,6.9,2220,1110,27.8,Selada,3
14.02,27.9,99,2505,6.2,2181,1090,25.8,Selada,3
15.34,28.9,81,106000,6.3,1961,980,26.6,Selada,3
16.35,25.2,84,162210,6.6,1961,980,28.7,Selada,3
7.34,30,85,7870,6.8,2296,1148,23.5,Selada,3
8.45,24.3,99,5877,6.7,2309,1154,24.1,Selada,3
9.55,32.6,90,81320,6.6,2125,1062,28.2,Selada,3
11.13,26.4,87,1656,6.2,2248,1124,27.4,Selada,3
12.15,25,67,560,6.1,2181,1090,26.7,Selada,3
13.07,27.4,66,14460,6.8,2235,1117,25.5,Selada,3
14.12,25.5,44,30610,6.3,2240,1120,24.8,Selada,3
15.23,25.9,42,21610,6.5,2254,1127,25.1,Selada,3
7.39,27.6,99,61690,6,2244,1122,24.8,Selada,3
8.48,24.3,99,13490,6.1,2258,1104,24.3,Selada,3
9.39,25.8,99,3440,6.9,2250,1125,27.5,Selada,3
10.35,26.5,99,28050,6.6,2287,1143,26.3,Selada,3
11.45,25.1,98,3123,6.6,2304,1152,25.8,Selada,3
13.03,29.1,68,17230,6.5,1988,994,24,Selada,3
14.01,26.7,65,18880,6.6,1970,985,24.6,Selada,3
15.09,28.3,78,46410,6.1,2000,1000,31.5,Selada,3
7.36,24.5,70,36140,6.1,2232,1116,25.3,Selada,3
8.54,29.3,99,74090,6.5,2101,1050,27.7,Selada,3
9.37,25,99,18180,6.8,2123,1061,28.6,Selada,3
10.55,25.6,92,9331,6.2,2274,1137,26.7,Selada,3
12.22,31.8,80,21850,6.5,2249,1124,28.8,Selada,3
13.12,22.9,78,28040,6.3,2296,1148,27.5,Selada,3
14.25,29.8,68,15960,6.7,2296,1148,24.3,Selada,3
15.32,24.5,59,12590,6.9,2258,1129,25,Selada,3
7.32,25.5,56,28750,6.5,2021,1010,24,Selada,3
8.38,26.6,99,40740,6.2,2084,1042,27.1,Selada,3
9.39,26.5,99,142000,6.2,2171,1085,30.2,Selada,3
10.41,26.6,86,932,6.2,2380,1183,27.4,Selada,3
11.33,29.9,68,21710,6.4,2446,1123,25.2,Selada,3
12.45,26.5,67,3851,6.4,2378,1189,28.1,Selada,3
13.38,27.9,61,9110,6.4,2199,1099,23.6,Selada,3
14.31,23.2,61,24110,6.3,2178,1089,29.2,Selada,3
8.01,29.6,75,24440,6.4,2252,1126,24.3,Selada,3
9.02,25.3,99,38080,6.4,2281,1140,26.1,Selada,3
10.42,28,99,5957,6.5,2022,1011,29.1,Selada,3
15.4,30.4,99,32120,6.7,2175,1087,26.1,Selada,3
16.35,24.1,88,68530,6.4,2228,1114,26,Selada,3
7.34,27,83,11770,6.3,2252,1120,24,Selada,3
9.17,27.7,83,29860,6.6,2266,1133,22.8,Selada,3
10.38,25.8,84,23230,6.5,2258,1129,23.6,Selada,3
11.36,24.6,86,11290,6.9,2452,1226,23.9,Selada,3
13.31,25.2,99,10270,6.7,2204,1102,27.5,Selada,3
13.32,24.9,99,14400,6.8,2246,1123,26,Selada,3
15.23,24.8,86,702000,6.2,2244,1122,29.6,Selada,3
15.59,26.3,74,9970,6.4,1869,1934,31.4,Selada,3
7.37,24.9,77,39420,6.2,2086,1043,27,Selada,3
8.55,30,63,52780,6.4,2023,1011,28.5,Selada,3
10.02,24.8,52,39090,6.3,2386,1193,26.4,Selada,3
11.09,27.9,43,14430,6.2,2252,1126,22.4,Selada,3
12.13,27.7,99,7488,6.7,2240,1120,26,Selada,3
13.23,24.9,99,49330,6.1,2250,1125,28.5,Selada,3
14.34,25.2,99,51580,6.5,2250,1125,27.2,Selada,3
15.34,27.7,73,45370,6.5,1368,677,25,Selada,3
7.45,24.8,88,2291,6.8,1429,714,26.1,Selada,3
9.13,25.6,0,1773,6.3,1189,668,27.6,Selada,3
10.21,26.6,0,27800,6.8,1389,678,26.1,Selada,3
11.32,28,0,24110,6.1,1439,719,27.5,Selada,3
12.43,27.4,0,6409,6.8,1435,717,31.6,Selada,3
14.12,24.3,0,9110,6.3,1454,722,26.2,Selada,3
15.14,26.1,0,142000,6.5,1454,727,22.5,Selada,3
16.32,25.1,0,27070,6.5,1448,724,28.3,Selada,3
7.54,26.7,0,6776,6.4,1454,739,29.6,Selada,3
9.16,25.5,0,14430,6.1,1448,724,30.3,Selada,3
10.32,24.2,0,22030,6.7,1454,727,26.7,Selada,3
11.32,23.5,0,20040,6.7,1758,729,24.1,Selada,3
12.44,27.8,0,35450,6.1,1474,737,26.5,Selada,3
13.55,28.7,0,14360,6.6,1494,751,26,Selada,3
15.04,24.9,38,10210,6.2,1494,749,25.8,Selada,3
16.12,30.4,35,145800,6.8,1470,749,22.8,Selada,3
7.43,27.5,37,32020,6.2,1504,737,25,Selada,3
8.58,22.7,99,14080,6.3,1442,721,28.2,Selada,3
10.01,26.4,99,19600,6,1461,730,26.1,Selada,3
11.19,27.7,74,155900,6.2,1458,759,24.2,Selada,3
12.55,24.4,70,32730,6.6,1474,740,27.7,Selada,3
14.02,30.1,68,7870,6.5,1478,739,25,Selada,3
15.34,27.5,47,3519,6.1,1484,742,25.9,Selada,3
16.35,25.6,60,56300,6.3,1484,742,31.5,Selada,3
7.34,24.5,87,31910,6.6,1478,757,28,Selada,3
8.45,23,92,2083,6.8,1454,727,26.6,Selada,3
9.55,24.6,76,97680,6.9,1774,737,26.5,Selada,3
11.13,26.8,53,7335,6.5,1522,761,25.9,Selada,3
12.15,26.5,58,52780,6.9,1480,752,27.6,Selada,3
13.07,24.6,52,8016,6.7,1515,757,26.6,Selada,3
14.12,25.2,46,4745,6.6,1494,749,28.3,Selada,3
15.23,24.3,48,16970,6.8,1529,764,24.7,Selada,3
7.38,24.7,47,27070,6.2,1537,768,26,Selada,3
8.55,25.3,99,10840,6.4,1538,769,28.6,Selada,3
9.53,26.8,72,2626,6.8,1532,766,25.8,Selada,3
11.03,25.2,52,4310,6.4,1521,760,25.4,Selada,3
12.05,28.9,46,5040,6.3,1532,766,26.8,Selada,3
13.33,31.2,48,12400,5.8,1511,755,24.9,Selada,3
14.49,26.3,48,13570,6.7,1532,766,29.2,Selada,3
16.32,27.1,44,15430,6.5,1519,755,24.1,Selada,3
7.32,22.9,54,43530,6.8,1519,759,24.6,Selada,3
8.42,28.2,99,28040,6.4,1561,780,26,Selada,3
9.49,30.6,83,17130,6.4,1552,537,23.2,Selada,3
10.57,26.4,50,17450,6.1,1536,768,27.2,Selada,3
11.59,24.9,53,17640,6.4,1511,755,24,Selada,3
12.58,23.8,43,64030,6.3,1508,757,27.2,Selada,3
14.25,27.3,42,11270,6.5,1519,779,23.8,Selada,3
16.38,24,45,2636,6.6,1519,775,24.2,Selada,3
7.51,25.9,99,49330,6.3,1522,761,27.1,Selada,3
8.57,22.1,99,41510,6.2,1380,679,26.8,Selada,3
10.43,28,94,16610,6.8,1380,679,26,Selada,3
11.58,24.7,87,17660,6.7,1377,668,27.5,Selada,3
12.56,25.5,65,84840,6.7,1380,679,25.5,Selada,3
13.58,24.3,57,41670,6.5,1392,690,24.8,Selada,3
14.56,24.6,59,1610,6.3,1386,696,26,Selada,3
16.25,28.6,76,79810,6.4,1389,694,24.3,Selada,3
7.23,24.2,99,560,6.5,1389,694,25.5,Selada,3
8.44,29.5,99,46410,6.9,1388,694,32.8,Selada,3
10.16,24.5,99,26390,5.9,1392,693,25.5,Selada,3
11.28,26.7,85,11770,6.7,1373,686,26.1,Selada,3
12.54,23.5,71,58130,6.7,1376,685,26.3,Selada,3
14.12,25.3,65,8592,6.3,1378,689,26.3,Selada,3
15.12,24.2,55,49720,5.7,1387,700,28.5,Selada,3
16.12,25,73,11370,6.4,1400,700,23.3,Selada,3
7.39,24.8,99,4375,6.2,1395,697,27,Selada,3
8.48,27,99,22500,6.2,1394,697,26.7,Selada,3
9.39,27.7,99,39790,6.5,1400,700,26,Selada,3
10.35,24.7,99,1627,6.7,1494,747,25,Selada,3
11.41,24.7,82,68530,6.2,1252,626,25,Selada,3
13.03,26.5,67,6512,6.6,1360,732,24.6,Selada,3
14.01,28.3,59,5877,6.7,1387,648,27.2,Selada,3
15.09,27.4,55,40970,6.7,1201,600,23.2,Selada,3
7.36,24.2,99,19940,6.9,1389,700,22.4,Selada,3
8.54,26.1,99,3280,6.2,1301,650,22.9,Selada,3
9.37,24.9,99,90670,6.4,1380,690,22.9,Selada,3
10.55,28.8,99,40740,6.1,1382,691,29.7,Selada,3
12.22,26.6,99,28750,6.8,1190,571,26,Selada,3
13.1,24.9,99,15960,6.8,1255,621,26.7,Selada,3
14.25,23.3,92,12230,6.8,1358,674,22.8,Selada,3
15.32,25.2,88,49120,6.6,1364,682,31.4,Selada,3
7.32,26.6,88,3851,6.9,1307,653,27.5,Selada,3
8.38,29.5,89,129600,6.1,1373,686,34,Selada,3
9.39,29.8,99,20940,6.6,1356,678,24.9,Selada,3
10.41,25.9,89,26900,6.5,1254,627,24.3,Selada,3
11.33,27.9,91,14400,6.5,1284,644,24.8,Selada,3
12.45,25.8,88,979,6.3,1370,685,23.5,Selada,3
13.38,25.3,74,6554,6.1,1391,698,28.3,Selada,3
14.31,31.2,80,14210,6.8,1439,719,26,Selada,3
7.32,25.9,83,7611,6.4,1363,681,31.9,Selada,3
8.32,34.3,86,39420,6.1,1431,715,28.3,Selada,3
9.43,30.5,93,26470,6.2,1436,718,26.6,Selada,3
11.03,26.7,99,52060,6.1,1390,695,26.3,Selada,3
12.05,25.7,99,121000,6.9,1457,728,23.7,Selada,3
13.09,27.7,99,2897,6.3,1302,685,25,Selada,3
14.06,26.3,99,51580,6.7,1451,725,24.3,Selada,3
15.14,32.6,92,17790,6.2,1459,729,26.7,Selada,3
8.15,29.3,99,18390,6.3,1391,698,25.6,Selada,3
9.21,29.8,99,10940,6.4,1448,724,26,Selada,3
10.28,30,99,53900,6.5,1395,697,26.4,Selada,3
11.58,24.7,99,21610,6.5,1400,700,26.4,Selada,3
13.01,26.3,99,145000,6.5,1496,748,27.2,Selada,3
14.09,29.6,92,94800,6.5,1496,748,24.8,Selada,3
15.39,24,83,149600,6.3,1357,678,26.2,Selada,3
16.39,25,99,3369,6.6,1445,722,27.3,Selada,3
7.39,25.9,86,932,6.9,1469,732,26,Selada,3
8.45,28.3,83,14460,6.1,1990,995,23.6,Selada,3
9.46,28.5,94,18880,6.5,2010,1005,27.5,Selada,3
10.56,24,99,36060,6.7,2076,1038,23.8,Selada,3
12.02,29.9,99,29780,6.5,2080,1040,26.8,Selada,3
13.08,24.8,99,2028,6.6,2070,1035,25.5,Selada,3
14.05,25.6,99,24350,6.9,2000,1000,23.1,Selada,3
15.03,26.4,99,47900,6.6,1994,999,31.5,Selada,3
7.31,23.7,99,162210,6.3,2021,1010,26.9,Selada,3
8.33,25.1,99,9331,6.6,2196,1098,27.8,Selada,3
9.33,24.4,85,74090,6.5,2181,1090,26,Selada,3
10.32,28.5,66,4994,7,2181,1090,24.9,Selada,3
11.44,26.3,71,30610,6.4,2250,1139,25.7,Selada,3
13.12,27.6,94,11290,6.5,2246,1123,23.5,Selada,3
14.08,26,78,182200,6.7,2251,1125,23.5,Selada,3
15.12,25.5,87,35230,6.5,2254,1127,25,Selada,3
7.37,24.4,93,3975,6.7,2254,1127,30,Selada,3
8.38,23.6,99,9102,6.1,657,328,28.7,Selada,3
9.41,29.4,91,51820,6.5,2274,1137,24.2,Selada,3
11.23,26.6,67,53160,6.3,2274,1137,27,Selada,3
12.05,26.3,60,76640,6.2,2318,1159,30,Selada,3
13.06,29.3,68,146200,6.9,2258,1129,27.2,Selada,3
14.06,28.9,90,11030,6.4,2322,1161,27.8,Selada,3
15.12,24.8,60,3123,6.5,2361,1180,26.6,Selada,3
7.39,31.8,77,111300,6.4,2287,1143,26.1,Selada,3
9.45,27.7,99,7613,6.1,2245,1122,24,Selada,3
10.36,25,88,23520,6.4,2325,1162,24.3,Selada,3
11.05,24.5,70,56170,6.1,2313,1156,27.2,Selada,3
12.03,26.3,58,9970,6.6,2274,1137,25,Selada,3
13.12,26.5,53,25880,6.2,2266,1133,25.2,Selada,3
14.14,25.4,51,7828,6.6,2309,1154,26.3,Selada,3
15.12,24.2,54,13010,6.8,2195,1097,30,Selada,3
7.33,24.1,54,1490,6.1,2254,1127,27.5,Selada,3
8.34,26,99,20640,6.8,2344,1172,24.1,Selada,3
9.36,25.2,92,71690,6.3,2299,1149,24,Selada,3
10.38,23.7,69,13980,6.9,2299,1149,24.3,Selada,3
11.42,23.2,53,1010,6.9,2312,1156,24.3,Selada,3
13.08,25.8,52,57810,6.5,2246,1123,26.6,Selada,3
14.08,26.6,69,28590,6.5,2291,1139,32.4,Selada,3
16.11,27.2,50,1151,6.4,2291,1152,31.4,Selada,3
7.35,25.7,62,5432,6.1,2317,1758,25.2,Selada,3
8.35,26.7,99,3735,6.6,2274,1137,28.5,Selada,3
9.36,31.7,99,15000,6.5,2274,1137,27.5,Selada,3
10.32,23.5,99,121900,6.6,2266,1133,26.5,Selada,3
11.42,29.3,75,47690,6.7,2252,1127,24,Selada,3
13.12,32.7,73,42540,6.4,2220,1110,30.3,Selada,3
14.18,27.8,59,43670,6.9,2304,1152,25.1,Selada,3
15.23,29,67,32120,6.2,2317,1152,28.1,Selada,3
7.33,26.7,89,5210,6.9,2317,1158,27.8,Selada,3
8.34,30.4,99,13990,6.6,2274,1137,29.8,Selada,3
9.38,26.8,99,17580,5.7,2299,1149,34,Selada,3
10.32,24.5,80,32860,6.8,2304,1152,27.3,Selada,3
11.35,27.3,58,9754,6.7,2296,1148,32.3,Selada,3
12.42,26.6,70,13490,6.2,2304,1152,30.2,Selada,3
13.46,24.2,80,29660,6.9,2330,1165,31.7,Selada,3
14.45,25,91,34490,6.4,2304,1152,22.3,Selada,3
7.33,25.5,99,702000,6.3,2223,1111,27.8,Selada,3
8.45,29.3,99,16570,6.8,2269,1134,24.9,Selada,3
9.35,25,92,10960,6.6,2294,1147,23.6,Selada,3
10.33,24.8,73,2031,6.5,2291,1145,24.3,Selada,3
11.37,29.3,65,1656,6.1,2249,1124,27,Selada,3
12.43,25.5,56,27180,6.6,2255,1127,23.9,Selada,3
13.42,25.5,88,10480,6.9,2372,1186,24.3,Selada,3
14.32,23.4,75,7898,6.8,2661,1180,33.1,Selada,3
7.31,28.6,76,88970,6.6,2265,1132,24.1,Selada,3
8.32,24.4,99,61690,6.8,2306,1153,23.9,Selada,3
9.33,24.3,99,51530,6.6,2306,1153,30.7,Selada,3
11.15,22.5,84,14170,6.8,2287,1143,26.1,Selada,3
12.12,28.6,74,38730,6.7,2299,1149,28,Selada,3
13.33,23.2,79,31130,6.7,2278,1139,23.6,Selada,3
14.33,31.8,74,5957,6.1,2278,1139,28.2,Selada,3
15.35,28.6,91,11090,6.2,2249,1124,24,Selada,3
7.32,23.4,93,9323,6.3,2274,1137,24,Selada,3
8.36,28.3,94,40150,6.6,2281,1140,23.9,Selada,3
9.47,27.2,99,14480,6.1,2262,1131,30,Selada,3
10.45,27,99,25560,6.1,2223,1111,24,Selada,3
11.41,26.5,81,45970,6.2,2342,1171,24.4,Selada,3
12.52,26.6,58,160200,6.2,2291,1145,28.7,Selada,3
13.42,23,60,3912,6.5,2361,1180,27.6,Selada,3
14.5,25.4,70,12590,6.8,2261,1130,31,Selada,3
7.37,28.8,75,6255,6.4,2322,1161,25.2,Selada,3
8.37,28.7,57,18890,6.4,2294,1147,26.7,Selada,3
9.48,29.2,99,4373,6.7,2287,1143,23.2,Selada,3
10.42,26.1,89,137800,6.6,2337,1168,27,Selada,3
11.47,25.6,86,5162,6.4,2372,1161,28.4,Selada,3
12.45,27.1,72,23410,6.3,2372,1186,28.2,Selada,3
13.55,26,58,39670,6.6,2348,1174,25.2,Selada,3
15.08,24.7,66,13850,6.5,2348,1174,32.4,Selada,3
7.35,27.9,66,17310,6.2,2313,1156,24.4,Selada,3
8.36,28,99,1094,6.7,2318,1159,26.5,Selada,3
9.36,23.3,99,17230,6.9,2357,1178,24.1,Selada,3
10.35,24.6,90,81320,6.2,2342,1171,28.9,Selada,3
11.33,24,83,7618,6.6,2372,1186,24.9,Selada,3
12.47,28.5,99,122400,6.9,2335,1167,32,Selada,3
13.45,27.3,81,39090,6.4,2335,1167,24.4,Selada,3
14.48,26.8,84,9655,6.2,2335,1167,29.1,Selada,3
7.47,27.1,85,29860,6.5,2329,1169,23,Selada,3
8.32,27.9,99,6470,6.2,2300,1150,26.3,Selada,3
9.33,30,99,104000,6.5,2294,1147,27,Selada,3
10.39,25.2,90,8000,6.6,2317,1158,30.1,Selada,3
11.45,24.8,87,9947,6.2,2467,1233,32.5,Selada,3
12.55,23.6,67,12030,6.2,2386,1193,27.7,Selada,3
13.41,23.2,66,9443,6.6,2386,1180,27,Selada,3
14.43,25.1,44,3440,6.8,2219,1107,28.8,Selada,3
7.35,27,42,17620,6.2,2182,1091,24.6,Selada,3
8.32,28,99,5770,5.8,2201,1100,25.3,Selada,3
9.38,25.8,99,40560,6.4,2201,1100,24.6,Selada,3
10.42,27.6,92,8230,6.2,2252,1126,27.4,Selada,3
11.59,25.1,80,28550,6.5,2248,1129,26.1,Selada,3
12.59,24.9,78,2088,6.7,2254,1127,25,Selada,3
13.59,25.7,68,34080,7.1,2254,1127,24.6,Selada,3
14.55,25.2,59,17130,6.8,2244,1122,23.1,Selada,3
7.35,33.5,56,55530,6.5,2258,1104,27.4,Selada,3
8.35,25.8,99,4511,6.5,2142,1071,24.5,Selada,3
9.46,26.5,99,148100,6.1,2240,1114,27.1,Selada,3
10.41,30,86,3814,6.9,2274,1137,24.4,Selada,3
11.45,27.6,68,24440,6.6,2322,1161,29.2,Selada,3
12.46,24.6,67,101100,6.8,2268,1134,24.3,Selada,3
13.56,24.3,61,17550,6.1,2255,1127,24.5,Selada,3
14.44,26.5,61,106000,6.6,2174,1087,25.7,Selada,3
7.35,24.2,75,4216,6.2,2257,1128,24.8,Selada,3
8.41,25.9,99,32280,6.9,2000,1000,24.6,Selada,3
9.38,25.6,99,13590,6.1,2031,1015,25.8,Selada,3
10.44,29.1,99,32320,6.2,2076,1038,24.7,Selada,3
11.45,29.6,98,158200,6.8,2067,1033,28.9,Selada,3
12.55,26.8,68,2734,6.5,2232,1116,24.9,Selada,3
13.59,27.3,65,10420,6.8,2312,1156,28.7,Selada,3
14.58,27.9,78,9841,6.6,2278,1139,28,Selada,3
7.31,32.3,70,7753,6.3,2248,1124,25.1,Selada,3
8.32,37.6,99,17610,6.8,2181,1090,25.2,Selada,3
9.34,24.6,99,31390,6.6,2235,1117,24.7,Selada,3
10.36,28.4,83,12000,6.3,2240,1120,23.5,Selada,3
11.37,26.6,78,16920,6.3,2232,1116,27.4,Selada,3
12.43,26,69,27350,6.4,2101,1050,26.5,Selada,3
13.59,27.7,82,33630,6.5,2123,1061,23.5,Selada,3
15.36,28.5,70,28050,6.1,2274,1137,26.6,Selada,3
7.35,27.3,55,45490,6.2,2249,1124,24.4,Selada,3
8.38,27.3,99,19700,6.9,1988,994,23.4,Selada,3
9.35,28.9,99,36140,6.7,1970,985,27.9,Selada,3
10.36,33.4,99,55800,6.2,2000,1000,25.3,Selada,3
11.32,24,88,13800,6.3,1961,980,23.3,Selada,3
12.35,27.2,83,25530,6.3,1961,980,24.7,Selada,3
13.32,24.8,93,2505,6.5,2296,1148,24.6,Selada,3
14.35,25.6,84,89110,6.2,2309,1154,21.8,Selada,3
7.32,28.3,86,9937,6.7,2125,1062,24.5,Selada,3
8.34,25.3,99,58310,6.8,2248,1124,24.6,Selada,3
9.47,27.5,99,13390,6.2,2250,1125,25.2,Selada,3
10.48,29.2,58,11420,6.2,2287,1143,27,Selada,3
11.42,24.9,52,20800,6.5,2304,1152,26.7,Selada,3
12.36,30.3,50,7832,6.7,2296,1148,24.3,Selada,3
13.36,24.5,54,90720,6.8,2296,1148,22.8,Selada,3
14.25,27.7,54,93270,6.5,2258,1129,28.2,Selada,3
7.38,23.6,84,3281,6.5,2147,1073,24.9,Selada,3
8.39,23.3,99,31360,6.1,2021,1010,26.6,Selada,3
9.47,25.6,77,1159,6.5,2084,1042,29.6,Selada,3
10.52,24.9,61,21850,6.9,2171,1085,24,Selada,3
11.55,28.4,50,19000,6.7,2133,1066,26.7,Selada,3
12.53,27.6,41,612,6.5,2344,1172,30.2,Selada,3
14.09,32.6,38,23230,6.6,2366,1183,27.4,Selada,3
15.05,32.7,35,4924,6.4,2291,1145,25.6,Selada,3
7.31,24.5,37,23780,6.4,2317,1158,24.3,Selada,3
8.33,27.6,99,6487,6.6,1869,1934,30.8,Selada,3
9.33,26.5,80,22110,6.6,2086,1043,26.6,Selada,3
10.32,24.8,55,1859,6.2,2023,1011,26,Selada,3
11.44,27.6,50,7488,6.5,2386,1193,24.9,Selada,3
13.12,24.9,40,32820,6.1,2380,1183,26.1,Selada,3
14.08,24.3,38,30520,6.2,2446,1123,28,Selada,3
15.12,28.2,37,6619,6.4,2378,1189,25.3,Selada,3
7.37,24.6,37,38080,6.2,2452,1226,26.3,Selada,3
8.38,23.2,99,18180,6.7,2204,1102,27.1,Selada,3
9.41,28.7,94,161000,6.9,2252,1126,27,Selada,3
11.23,25.1,94,8250,6.9,2240,1120,23.6,Selada,3
12.05,25.2,77,8393,6.2,2250,1125,23.5,Selada,3
13.06,25.9,55,7705,5.9,2250,1125,23.7,Selada,3
14.06,27.5,47,2862,6.1,2220,1110,28.3,Selada,3
15.12,31.8,55,19680,6.5,2199,1099,28.3,Selada,3
7.39,26,49,38050,6.6,2178,1089,32,Selada,3
9.45,27,99,7731,6.4,2252,1126,24.9,Selada,3
10.36,25.5,53,21710,6.7,2281,1140,26.1,Selada,3
11.05,26.8,62,145100,6.4,2266,1133,23.3,Selada,3
12.03,28.4,99,166700,6.8,2258,1129,27.5,Selada,3
13.12,30.3,89,43710,6.5,2246,1123,24.1,Selada,3
14.14,25.5,83,10370,6.4,2244,1122,28.1,Selada,3
15.12,34.1,50,26240,6.7,2181,1090,24.4,Selada,3
7.36,25.7,53,10270,6.1,2022,1011,24.3,Selada,3
8.39,26.5,99,4917,6.5,2175,1087,24.9,Selada,3
9.41,27.3,99,30990,6.3,2228,1114,24.3,Selada,3
10.35,27.8,82,24650,6.9,2252,1120,26.6,Selada,3
11.05,26.8,62,145100,6.4,2266,1133,23.3,Selada,3
12.03,28.4,99,166700,6.8,2258,1129,27.5,Selada,3
13.12,30.3,89,43710,6.5,2246,1123,24.1,Selada,3
14.14,25.5,83,10370,6.4,2244,1122,28.1,Selada,3
15.12,34.1,50,26240,6.7,2181,1090,24.4,Selada,3
7.32,25.1,0,6512,6.5,2718,1359,23.8,Selada,3
8.34,29.1,0,6409,6.5,3042,1521,25,Selada,3
9.36,32.7,0,40740,6.4,2916,1458,28.2,Selada,3
10.38,23.6,0,9102,6.6,2946,1473,24,Selada,3
11.32,32.3,0,2088,6.7,2956,1478,32,Selada,3
12.31,30.3,0,7335,6.2,2956,1478,24.6,Selada,3
13.34,27,0,32860,6.4,2842,1421,26.7,Selada,3
14.36,30.5,0,104000,6.9,2866,1433,26.5,Selada,3
7.32,24.2,0,58310,6.9,2804,1402,27.5,Selada,3
8.34,26.3,0,1627,6.5,2948,1474,25,Selada,3
9.36,25,0,56300,6.1,3132,1566,25.9,Selada,3
10.37,25.1,0,29780,6.5,3146,1523,24.5,Selada,3
11.31,28.4,0,21710,6.1,2954,1477,24,Selada,3
12.35,27,53,24110,6.9,2652,1326,23.1,Selada,3
13.36,26.6,81,5162,6.6,2758,1379,24.5,Selada,3
14.32,25.8,83,560,6.5,2978,1399,26.6,Selada,3
7.31,25.3,94,39420,6.5,2712,1356,25.5,Selada,3
8.32,28.8,63,6487,6.2,2768,1384,24.2,Selada,3
9.33,23.7,99,2734,6.9,2792,1396,26.1,Selada,3
10.34,24.5,47,3369,6.7,2798,1399,26.6,Selada,3
11.29,24.5,99,2897,6.2,2690,1345,27.3,Selada,3
12.37,27.2,81,57810,6.2,2774,1387,24,Selada,3
13.33,24.7,74,12230,6.7,2600,1300,26.9,Selada,3
14.36,26.3,94,13850,6.2,2976,1488,23.5,Selada,3
7.33,24.7,60,2505,6.3,2774,1387,26.6,Selada,3
8.36,28.4,43,29860,6.2,2798,1399,24.3,Selada,3
9.34,25.1,99,74090,6.5,2792,1396,26.4,Selada,3
10.39,23.6,69,161000,6.6,2956,1478,25.2,Selada,3
11.32,25.6,99,17660,6.8,2946,1473,25,Selada,3
12.35,24.2,61,4373,6.1,2954,1477,26.5,Selada,3
13.39,27.3,99,35450,6.2,2916,1458,25.3,Selada,3
14.33,24.1,59,7335,6.1,2600,1300,32.4,Selada,3
7.36,27.6,99,14210,6.4,2712,1356,29.6,Selada,3
8.32,26,99,29860,6.6,2690,1345,26.1,Selada,3
9.38,27.7,68,2636,6.2,3132,1566,26.7,Selada,3
10.26,25.8,86,8250,6.5,2866,1433,24.9,Selada,3
11.54,27.5,58,20040,6.4,3046,1523,31,Selada,3
12.56,29.7,75,1094,6.2,2948,1474,26,Selada,3
14.06,24.5,99,28050,6.8,2842,1421,21.8,Selada,3
15.03,24.4,99,111300,6.7,2804,1402,24.6,Selada,3
7.35,26.6,70,2626,6.6,2956,1478,28,Selada,3
8.34,24.3,94,3735,6.5,2768,1384,25.8,Selada,3
9.36,24.3,99,24350,6.9,2758,1379,28.1,Selada,3
10.33,27.6,82,10370,6.1,2976,1488,28.7,Selada,3
11.42,24.8,59,28590,6.4,2652,1326,26.3,Selada,3
13.16,27.7,99,26900,6.6,2718,1359,30.3,Selada,3
14.12,32.3,49,23230,6.8,3042,1521,24.9,Selada,3
15.13,25.1,57,19000,6.8,2798,1399,24.2,Selada,3
7.45,26.1,91,111300,5.8,2718,1359,25.3,Selada,3
8.42,24.9,83,14460,6.5,3042,1521,23.6,Selada,3
9.44,27,76,31360,6.3,2916,1458,32.5,Selada,3
11.25,26.1,99,27180,6.1,2946,1473,27.5,Selada,3
12.08,29.4,57,29860,6.2,2768,1384,23.3,Selada,3
13.06,29.9,81,36060,6.9,2758,1379,26,Selada,3
14.09,22.1,84,10420,6.9,2976,1488,24.7,Selada,3
